category,n,s,holder,year
pen_in_hex,1,0.92900+,Trivial,
pen_in_hex,2,1.53879+,Trivial,
pen_in_hex,3,1.73240+,Trivial,
pen_in_hex,4,1.97666+,Ethan Riddle,May 2026
pen_in_hex,5,2.21822+,Nicolas Campailla,May 2026
pen_in_hex,6,2.32293+,Bhavithran Ananthan,July 2026
pen_in_hex,7,2.36527+,Nicolas Campailla,May 2026
pen_in_hex,8,2.71922+,Bhavithran Ananthan,July 2026
pen_in_hex,9,2.86967+,Nicolas Campailla,May 2026
pen_in_hex,10,2.93664+,Bhavithran Ananthan,July 2026
pen_in_hex,11,3.16125+,Jonathan Viquerat,May 2026
pen_in_hex,12,3.21458+,Jake Loyd,June 2026
pen_in_hex,13,3.40910+,Bhavithran Ananthan,July 2026
pen_in_hex,14,3.46643+,Jonathan Viquerat,May 2026
pen_in_hex,15,3.63499+,Jake Loyd,June 2026
pen_in_hex,16,3.69896+,Jonathan Viquerat,May 2026
pen_in_hex,17,3.75774+,Jonathan Viquerat,May 2026
pen_in_hex,18,3.84479+,Jake Loyd,June 2026
pen_in_hex,19,3.88272+,Bhavithran Ananthan,July 2026
pen_in_hex,20,4.14048+,Jake Loyd,June 2026
pen_in_hex,21,4.24003+,Jake Loyd,June 2026
pen_in_hex,22,4.32443+,Jake Loyd,June 2026
pen_in_hex,23,4.39703+,Jake Loyd,June 2026
pen_in_hex,24,4.46360+,Jake Loyd,June 2026
pen_in_hex,25,4.57861+,Jake Loyd,June 2026
pen_in_hex,26,4.66031+,Aristotle Papowitz,July 2026
pen_in_hex,27,4.71756+,Aristotle Papowitz,July 2026
pen_in_hex,28,4.84399+,Aristotle Papowitz,July 2026
pen_in_hex,29,4.91003+,Aristotle Papowitz,July 2026
pen_in_hex,30,4.96406+,Aristotle Papowitz,July 2026
pen_in_hex,31,5.09318+,Aristotle Papowitz,July 2026
