category,n,s,holder,year
tri_in_squ,1,(&radic;2+&radic;6)/4 = .965+,Trivial,
tri_in_squ,2,&radic;6/2 = 1.224+,Trivial,
tri_in_squ,3,&radic;3/2+&radic;6/4 = 1.478+,Erich Friedman in 1996,
tri_in_squ,4,1+1/&radic;3 = 1.577+,Erich Friedman in 1996,
tri_in_squ,5,1.803+,Erich Friedman in 1996,
tri_in_squ,6,9/2&ndash;3&radic;3/2 = 1.901+,Erich Friedman in 1996,
tri_in_squ,7,2,Erich Friedman in 1996,
tri_in_squ,8,3&radic;3/2&ndash;1/2 = 2.098+,Erich Friedman in 1996,
tri_in_squ,9,2.287+,Maurizio Morandi,July 2008
tri_in_squ,10,2.377+,David W. Cantrell,July 2002
tri_in_squ,11,2.490+,Maurizio Morandi,June 2008
tri_in_squ,12,2.558+,Dominik Kamp,April 2026
tri_in_squ,13,2.595+,David W. Cantrell,July 2002
tri_in_squ,14,2.726+,David W. Cantrell,July 2002
tri_in_squ,15,2.82989+,Jake Loyd,June 2026
tri_in_squ,16,2.9000+,Ian Watson,April 2026
tri_in_squ,17,2.982+,Maurizio Morandi,July 2008
tri_in_squ,18,3.051+,Maurizio Morandi,July 2008
tri_in_squ,19,3.12929+,Jake Loyd,June 2026
tri_in_squ,20,3.2305+,Ian Watson,April 2026
tri_in_squ,21,3.31102+,Thomas Schadt,June 2026
tri_in_squ,22,<font s = 3.3757+,Ian Watson,April 2026
tri_in_squ,23,<font s = 3.4311+,Ian Watson,April 2026
tri_in_squ,24,<font s = 3.46780+,Thomas Schadt,June 2026
tri_in_squ,25,<font s = 3.537+,David W. Cantrell,August 2012
tri_in_squ,26,<font s = 3.575+,Maurizio Morandi,September 2008
tri_in_squ,27,<font s = 3.6726+,Ian Watson,April 2026
tri_in_squ,28,<font s = 3.75707+,Jake Loyd,June 2026
tri_in_squ,29,<font s = 3.81711+,Jake Loyd,June 2026
tri_in_squ,30,<font s = 3.86619+,Jake Loyd,June 2026
tri_in_squ,31,<font s = 3.93107+,Jake Loyd,June 2026
tri_in_squ,32,<font s = 3.97880+,Jake Loyd,June 2026
tri_in_squ,33,<font s = 4.05164+,Jake Loyd,June 2026
tri_in_squ,34,<font s = 4.09088+,Jake Loyd,June 2026
tri_in_squ,35,<font s = 4.14123+,Jake Loyd,June 2026
tri_in_squ,36,<font s = 4.20791+,Jake Loyd,June 2026
tri_in_squ,37,<font s = 4.26880+,Jake Loyd,June 2026
tri_in_squ,38,<font s = 4.32018+,Jake Loyd,June 2026
tri_in_squ,39,<font s = 4.36792+,Jake Loyd,June 2026
tri_in_squ,40,<font s = 4.41058+,Jake Loyd,June 2026
tri_in_squ,41,<font s = 4.46446+,Jake Loyd,June 2026
tri_in_squ,42,<font s = 4.51177+,Thomas Schadt,June 2026
tri_in_squ,43,<font s = 4.55035+,Thomas Schadt,June 2026
tri_in_squ,44,<font s = 4.60023+,Thomas Schadt,June 2026
tri_in_squ,45,<font s = 4.67749+,Thomas Schadt,June 2026
tri_in_squ,46,<font s = 4.72965+,Thomas Schadt,June 2026
tri_in_squ,47,<font s = 4.78204+,Thomas Schadt,June 2026
tri_in_squ,48,<font s = 4.82632+,Thomas Schadt,June 2026
